   k     k*nj*ni   tji        t total   fn
0147   073500000   627   0 25:29:38.0   0.36798455708208915671659985867477012977683000951737377322877539903344523026253029720435091144764555699343130138763245589961486071980174174911575822289127549804574784673099741678651086982454811426227834233299385446308376381173037417675973476997838531031992989800976342770697824869235661936970376008615259426885005915322817734825400777175353889690895321463391499980849382738634511416982724723376655634441115896894563512916452418516090533819970528299276976663046693562652226873613557291854479505235115248
0148   074000000   619   0 25:39:58.0   0.3679842013336032716248087655192588827134478677395596134266898975003121792415066120552326265753590674084433703113320341301291418874386782488790994032845941343277460549988006469248420922813696305698750822063326486631730445403315158749712988679051218182826136833266881455613338778352497676603113393985916404672946822168104036833561269671035377391385379652569689460518379352465337494189121447385386059414690741798762678020440447349663005374576851375916493602114219997493879777444745573450038050184181488

2015-11-03 00:04:16-01:00
0147   073500000   588   0 00:09:48.0   0.36798455708208915671659985867477012977683000951737377322877539903344523026253029720435091144764555699343130138763245589961486071980174174911575822289127549804574784673099741678651086982454811426227834233299385446308376381173037417675973476997838531031992989800976342770697824869235661936970376008615259426885005915322817734825400777175353889690895321463391499980849382738634511416982724723376655634441115896894563512916452418516090533819970528299276976663046693562652226873613557291854479505235115248
0148   074000000   588   0 00:19:36.0   0.3679842013336032716248087655192588827134478677395596134266898975003121792415066120552326265753590674084433703113320341301291418874386782488790994032845941343277460549988006469248420922813696305698750822063326486631730445403315158749712988679051218182826136833266881455613338778352497676603113393985916404672946822168104036833561269671035377391385379652569689460518379352465337494189121447385386059414690741798762678020440447349663005374576851375916493602114219997493879777444745573450038050184181488
0149   074500000   595   0 00:29:31.0   0.36798384917268286239796383087171020586861012356385888655475832024406847007986156944269619201430975321099273837800773894080461986154094751082763346854286783960091252132326831361247451539180629518599539648607753090428459622268971750295301697025623616937302068415131706712231459374581071111435528127332912941721612968711719611305683152699520031466512274932884154579617546117009959046230520915013819352048320736711873550352211091114308530328597892145688804614644477166558667445102700267481939441346204653
0150   075000000   598   0 00:39:29.0   0.36798350053943271571625112538026003683520840976405442610077815332015281174052584568440020575799441417351714801854865106552988579155656112341922276856597335507793373212135659632705508313947428153122636587378071591225825052675385958676147392315056057541363130278515859450636007882905560334273868022608379650200785384889101384902680341204954332217775763925425532429378916994692874228908646920789603008137704378088755249977394305613210034102711920071782138162093074266866579187981645543704603426746803958
0151   075500000   597   0 00:49:26.0   0.36798315537534827619778837069811383387760817635741759033847574155468936418512916018917437219691607902956539683975502813883218490622148693874394518504690608906616914712192359186531032884791862876714485966709945549330017588543029350938928238992828474427681075087720593248537057137775170488504086651028208621536415830561411369004540451309742914923419898949111400434501193428259602087605463487068901962736559128063044676538291740821592824290156635678724856436209279075824642647465617926522979871681882523
0152   076000000   600   0 00:59:26.0   0.36798281362327440619815902693867102925728656582793581454445301323859200077292824899550846736611757270498739447608247224045157535352840359471438869545135862875324520334559122183556575907831835022141931468559044468264794048952929118295679625900061206102635268127033698339171375769764916984135125190470071971558427768619547570582605449431569550982560230023484447566810014948976133114448404241583529888361385885620897179496500483892741745689003906982197104889441504631709001862897527226057846089386344137
0153   076500000   594   0 01:09:20.0   0.36798247522736563058256654082109692507365139601766473317928470359376806118985652135267511400960633506764026056794367745508752488914134312516665042565625460108126023670952744151694302461046321028585213686125489963840989042893955702785445044850961819878863810337923735050291825048858349017133902852455348083564588211473493519625637303190087972119539153890759034379495509647074107192758597821388642507940973544976183461987537272942626326795850461758220316612899961803573136751271424730277740897875704008
0154   077000000   624   0 01:19:44.0   0.36798214013304780368896065353158449218581709629210274880884692865075501360699183168838810082852305244868784616074520581059763971993531213227654560221315441022573086625765357523650667448670886340545972392020091722790653507201680220214868034865045465325986317622380756343518125632771591138370720698122962796991440235901335699940683295291589235469938629395406462830206976439283320908436299526489920270715028715174570645409859099288073197029382128764261960128715498357919670123919286890241215591841856015
0155   077500000   625   0 01:30:09.0   0.36798180828698113874332924572347185278370922425286271140867560009524060913866527175915444579476084054390988917986382470776901991939634004400189509574545011907318079672170018829459071932183280739055179843350080462436848201928606348443907716707153771992714027071726229482646274338512098511613180676705528021472550072992470457387642662911359322764381653333812618926022111365514837563804164132847714657979644235716283141806251015375221772063471429444004620426122441422623469894978055890770833687927753373
0156   078000000   628   0 01:40:37.0   0.36798147963702454286512262894970770632992424506483761239920163046271866303215433738107878780635822323249413859848041792635748069614126745921872730480295160086705112535586618526086605135643681779377700054151171210013733217528002412145191893292191305878810946629052447736912300397983626696111063352107425564393964926169741220280876247734303010383328334161855069172020489915650473994992987602763395000975297699250281691069627430076049228163785536995799709607064781351800134366403849940261359965440211881
0157   078500000   599   0 01:50:36.0   0.36798115413220120352154759225995512383805080483961638144521604471346416803563128439174937048398642741981752288738192014253604600129881548121485218535231240578682157025659704623136764594363650191045374838165610342919566660802540963299862883571438034520951328975134714170742275340461022599639384173638489030147136636894688948727706275905177870320629321113260285883531424577975806008462983234829008228683718751901226782319161235495886497268505740912323401008276201138710584271013009415035504514980556468
0158   079000000   628   0 02:01:04.0   0.36798083172266537486363102406837410218310875641630248070521944733097956796938990745402692668455667034535129803779698052422366516529219759195884605804922560916498038198780194721045796648296444594993130807377600593115184199386201955975551601846510445787154288769964517168047292196107551559340266403408547835833339492140603113629528088339139667381603780267568436599454652213175178217231223518290659402234525074908377853155784677962664687874144086423101403246174242249534550997776851119982770665907536666
0159   079500000   666   0 02:12:10.0   0.36798051235967031481328126246475592642305929850228061603114276340725799946664584220720854153128371580130015752756767021470343529045475838041029658902800997100545462043835961297668416117621741140271571889065416291352822550913494906284156941088596434248183868023848580820056416415438565645715345657637621480869908998048435185157289436554114735851846794556312768316366602388207424149722396367539817487797103347009823436123529056852009309933241693390597635396735795297228464768792486750095790304783109483
0160   080000000   670   0 02:23:26.0   0.36798019599553732607726649428139904935360131769061659593624073914553862628564495918341597511796226234343698974249668395658903968035093763469457132971955415018412202104041410475323534955127910007503872502663454608637610861531297563776138745101294462797068042043890528865948537853289827045603643968126267976594224591680599866482414808803204509456965864470696416919751509382948250032062084015467165257442457393831623575093043987005223195271989449480933721204346269938710448548277752325272225134106957029
0161   080500000   717   0 02:35:25.0   0.36797988258362585644874509774872822725808916868780436389090049528686709296969247248164352481267631192135093540962514485684663329297355872302382361594587586609243008417809739817350735677980554698771623350862569006011116510639000350588663003330962516818497241068194785414111561085425044381215697696729734047762128403550293188807651848877600397929814646632050303261672346697126985953925577390163293547433058912332009636406696860792196012977785792559105863389537128893137530113708737659477636897707609808
0162   081000000   629   0 02:45:57.0   0.36797957207830461582688700945957329491559347179709609882080586518932655341439386911485599086684725348560658358409820424385297467399020855202333635293241471282080409270376078267195967221955498513239116754974197677246713340088935619651491317464151568963054223959497988106033551742697270914612327651333241496606454747817341364730761889543093319097339286589301635029979599979554759534168855328434329717354872039018965872119191143546397966759061996812619797097777825609479344010669077509622283726706243486
0163   081500000   595   0 02:55:52.0   0.36797926443492366934691997397180007303420139166428713401379315620790071160546269157587052678927862473914251195426554535885934719761334363294584978471179572432508490147780405488149218841601201626972637807296291247411897414023423592890689453577173382817218545371144190157433818310651812846590331448031420548181209644521298294407271909160322102465458814180003838409369829474936983640739760042917422836051347235340680157434652367226168254064338493466970011658040677036383076730707708691454826891571690184
0164   082000000   578   0 03:05:30.0   0.3679789596097874678728921231531595764415733007420661832798889107544954451552382341528560507299444947396815647399720978850539261157229551816586009642107129503817468505965857242770471393671706922046855503869262028101650851143599797544738022471393453655928562013220307838690746661190737771985858444537298515864723657717433750711539219789733864948759182041203131409642839149546874214056844157308657790407029614652538725465302308705668678666805596583047328909361323307824824581214445757485202735152123558
0165   082500000   572   0 03:15:02.0   0.36797865756012877886943519042957723121642842261871911204447672936090100741018683995824565222697182917906530327125424646462424362082721542016494756230354778873578173131323115846501028595613168473706634746920250825729552549837421024527946105287363681020108896977004390281828099634019146539672953442765014923244954495090236484461161002964454460889880733642793381911318251380624071875004345903297083080024677035472386734784170084592970164517970624633649712607049325087688468436021314815959548722494627649
0166   083000000   572   0 03:24:34.0   0.36797835824408348234234122632935777827975499114303428272675816925557635177003635814364361809173617887647126090799489480120961497498657613281912157494616334492760427621149830767022530416965360979255005183670003402391848318679559418868204188691590851987169295530629799393587905298593818793671590467494557323869345980962560593307511285652700667203832665817378504133634211100216548944939655889088204901297375818406995078200243875381478480228311339245084504675611151382334339432025752199694201774891583188
0167   083500000   578   0 03:34:12.0   0.3679780616206661981259840135583998077600814191834540034698197742051076787124721118177865465344384566964610578446151543388545596455626576966248597971287548746358684344471893656455114858235522014110242718697509663120811607865636743052694685010277569147876315261321560683361232641916777870097269491675375186878567385232429231825878155097107147413350868242361033082703985333831859991443462848855779471442405483419873158738156486120340890465487980795034555902066410176296195209513302211966637009265738782
0168   084000000   576   0 03:43:48.0   0.36797776764974671230335592907822105516610671660051301558809997265336914867807405766248781254149276947988728123154867896912826680621630434392128240408803957476244208949810158868305835046914462400756216474345486161514071334328505069330889587866270437428217767905419566187040047504129217314842972516283944244431732774764282137002125742944611749626909293465440843438842499806940281353479891802733268325522114616443695089897057007224912692091786693701114805438211246506329544974159568155237709210533796139
0169   084500000   571   0 03:53:19.0   0.3679774762920271719762825802034306928317806946977175035783375005520933429848503972745797491806175937939397600066035168448959711618515952571774206515776438250550166475876897536232843557422217178467440513437330313179878765660938848613665275414275218903070672729831264944178627108193656689596731313844365942104322721863755085469403465699050530291413481718064103450425465123728223291346513890117741285250246625993105788034184149426006268191441216414969515209467647758069303548799096883231780864935702285
0170   085000000   571   0 04:02:50.0   0.36797718750902001896347169830442452907042867566676559622761846804230377045521453455417802941904439971431079358924952933624317296245089852420724317684614414156344115170145576888728609710737972184924794695868351157643606380021654687204274091384120036718425751106667895473495109661285444158342614422716928974818459265820866828936473054169865491247588032791541501081802930545645449793015429809817211357765561715426585603414409502804283994964298658566056715588943450203627223800607580453258484309129863951
0171   085500000   571   0 04:12:21.0   0.36797690126302663429643866438520059661052515352726684462082956264319456271258303610002030401502975013180241764461384371951145618598306560474921521606302056487745213539543871349274384416651913072070771774336967615309061348416078581533631332721692316024823802071544473319127011673736225356853887498022735697130482763101602219989209564231665310480419275385470350476935521766678950034351637283234037799491482708772333150726539288437424851658401174481427775365009523953003164878536978567352670875807942854
0172   086000000   571   0 04:21:52.0   0.36797661751711666661177393575292106917892801433153664407164631234006137867097233847228826179566712698120111311851206105771835559523827345953721496685512839086349606152465075736404267484651744502259224897187016277468600408468393212162186236731100736955388458748567657655094035947732093917513920649297802569536230460957942719425845356491410755544516134868433914420761447609794523170461951530410627054715113028180995588374398666085520775738445768270129406428179886208826740686855902005993769015629328454
0173   086500000   571   0 04:31:23.0   0.3679763362351080187061951615724080617127247627528275082750391057531059508333299793438455281948817351619159882252681444508813793665812184675763785447999062505866721355924983445852140380174470103933865032956579766100289339444573433229657477129160670309055198819981604120546514269012893588508876931954242555262047007595336107250351862424898212649834265531227139295062495130222884013922941804428149153746616447594109663981981617604548760304786357081579211697543302437663492130929313388625121557694583622
0174   087000000   570   0 04:40:53.0   0.36797605738154746763166395394424958276665365610382711551720393670623912097928145605825488097931529351697938234832925239375370651947603267071323917579033980261991022038517819717787661030738470043373743138464950447142141922497637546909952969202126115836457634926959918087036659105262976450990420240875170052438157969130092120228695616982019955600478092598531345629516869436651183993740923413637651431056016631590331744708578986147892449874979900988897764969718721270598615704567924397664447234053213778
0175   087500000   571   0 04:50:24.0   0.36797578092169189476465056435596736288605363362946812787595102248810085966493637238938054188427809830774568327239571726557008262812886116355293054208650574388788874549964591027086709122555749260633026765191974537324169369861693975565134847390090418616090297590114988246583223390559527130531208669967417641098518125008234339508530249790168092354334863032917062934257646511216538657731979601691245217016220983870593526829189734623761687568690502362530477401124842064416422254291691942959434798214443195
0176   088000000   571   0 04:59:55.0   0.36797550682149010328931994960175176405426245717206159935739814103922148791657305438472833226994975890074305251176261158895535216802600289797475591281040253681012101700646382397874176815825719979227909021990860274737955424599602973912869124038583303555429548483468336073102369877340714708604662276052103020344857798837422476107372326398905980929733831346557275049333710055581687296498140168843040134088996418790457945767428343226984931584759089149539827988572192801143426796591506011432310041946354613
0177   088500000   571   0 05:09:26.0   0.36797523504756520149173722184368038425278675101477385261108663593801753253787198253980281700121032755025208771214066001387798131129512945884573777893036096158051803982456222500138188245443249149423164021682373367181762849079694736150102011557554896805880442288577848966631957683241444429655845451643173089987234997215755233142838078262653122232035834263126624549266896590380212970803718887303158666635094469641935408225697943257121283070082667096272692812307685191109772988456601991509996322883625133
0178   089000000   571   0 05:18:57.0   0.36797496556719753117373429511158697486023672301877477232214929630640769684715072620219170650295869054463609413836300106229118341183370889704226212698212901002601640940807338486594210691317174840878800821738506492510108149468687838670519701519911143942264675768185298815305750671655224839819898880778835523177577272933056240453297617020408937931406174766043038309780345630372086106359329502505464282308147417227395574049170947039509258039621296299622020352452874544555701650796113034503039612027128016
0179   089500000   571   0 05:28:28.0   0.3679746983483081213632758430209628646522341793778065973342152557148853614568740980075370599328411175516473448092516009771567510743159328510882056849983309656278368429342518252684696923061176963527559477165869509898200761624189002503994306669336644230368628601142974391044500749887745742244069601493911550403467409851880755935908117027974394451230465999986846660098558240714071793478656456523446348065729832995547755079936319329807582353012396879415373366197543783129780518769687445648736699910974688
0180   090000000   571   0 05:37:59.0   0.36797443335944264832530251026211485460582862147114120231681769406626305733819089594131968567710839538037597318198317972264567233326663531761874318736420391052035651399416165103081183315883898133699231876170559429834500987291328840495256627979149378589321334868478707320016308320340212045191355943063982562242550098067279669801067937602208388765893966864772716556099790146994364636666966332925425916806138425367849811439852775094856616886501072176783005724598167687291623802511206211190929410127354131
0181   090500000   571   0 05:47:30.0   0.36797417056975588366527062015007130495947537516551739153748918606564753258030958921663728985172848752488539135754088738027347080091081862491656864959776881976824341333396716983534369761669488019657699001370503683764638501815072072248818700592497918776843560539123101302053123829924834702361160873005395397813951906592601509076351901988617350017410322448090306234654241064523749783484468914991902027995684205523922592462671438372119809625871331456657090750731199149011612380846421433787869258703949837
0182   091000000   571   0 05:57:01.0   0.36797390994899661306898366674358102601617994766564012137734568275822288671538523399244451090551501144143865781801139478507095858745320064212432876311746240509857484302971583776452967343288373812976685411963353074954275856093806350067953217642558554153747577919171320082725368476541852901888155556881341514814313013151581560066080387450033462593630187802248826738238201456150694739660413230936014145188899864211573288058918811772721084324338739228654189354969073968964993734475956818269443545351117545
0183   091500000   570   0 06:06:31.0   0.36797365146749300893873812067208161892015954107250634346353161432593571254129140196300036211065478505836157921282060981695461981583368088873009762794519210258518063372350331741866115418606132084152180124690908039842532454814068593107099719074568898939990648642412497434277934200262471508610159839598266515662508058384338662075897266290026104732402658539374464201015336146489065443372151458029699257044749751293652487437813513823970973962111948688636386266735727558820171176022822443132647917167243111
0184   092000000   571   0 06:16:02.0   0.36797339509613844086909144602033537545368893028987517250229769277045731052699873607603473332316338783583259040078102072039585654543203735318815027931181608350433885817758670677744808692052437329934459197631634786274899055007115693089017393471085972694012489005762202023469931612445658749542465739196826065321104349190409270075932116780041709415080134452466349866605484100637568725263072804737905370226867026812146264264423354907296999426659240382454128746206017603128723644052503152203703856526354775
0185   092500000   571   0 06:25:33.0   0.36797314080637770855740795692304530074274035878043682092462973148509543267463749775098841384212211451400617749339181200978776000693380940703051750599365627906495829894814119459231907065946137377871413982216760064741589601633423174004362623154656525157645749330784442940217574501652705334752874034297558189605309326434695295890568726644038290794675227577704276549536092957346519840376768276103360082593641767829329585074718172108113477932336434206451725930305800766180612551871354760111769414509897657
0186   093000000   571   0 06:35:04.0   0.36797288857019368236635613310387347759389194277847659714870280679707697349935612576294204139513067530652063776747928624230501570054867370738956564085322025178151012763764308358121885785598180679944738658436265685264557855825182269997940038487124844000963776152849199177070359505352068671036841202597722058346753057508282135476809077387346870576909415789641804401795491107918439850527951042041027582086545678876515200981200297883998798967270677671235907623705120846038166060304347151897492555291325823
0187   093500000   571   0 06:44:35.0   0.36797263836009433734923675304721032848950528568426777451524363637531826325668485754293472597198288769481655102436005245186024326839135623958727259099680584367654142082125554117964591344338064711085071309177458044101794147579798883858155223044325850179922592689189135633637158936996692443532849134202215346697307149314469154465546745246743190903764211333194515915936292705192370300701066555393892562204847724701811368865108006111427084609043656606514363700209836096950554480364963992853354324639273606
0188   094000000   577   0 06:54:12.0   0.36797239014910016711584731254100546028246725849230037272422174206746307580959851419066171306750992129077239983749933511485028418393906758430915349110427395071758581891428840700147202951478345515787025963166264315507975829651631620550430802263201414712655381876053992411492348611761003475169247523808281672543453673650464619099332096197969203257399828277593160796496024454214900631974598825143436854249965323635605572786717390051900499600027144105240427583499873463586775301867249403818978686165105675
0189   094500000   574   0 07:03:46.0   0.36797214391073196445788759780987039623439124354597329109046736543495374240237420716565210036891302617990757794544191168537320326244173182859255615052471768276087301966713036513762171187833225635690994633551099048247201522017588219565755352198182814507458712269774680454377117579999843999818165790464141164718399662813958058550436327441021170498574392378803256086052419676808841529778108087675532651808026711722837858269461627385136386306630058792732300199899707853576234974039520069637507286928276872
0190   095000000   579   0 07:13:25.0   0.36797189961899895616996203163899067686776128186454292157010244143853226531643794930911830035634559196106757973059847527877191742786946184962468511019198553534784365922060665191095439294168073548256206650026982194698298437040416191885560444154970178236227193570537809987533104036244056676456297880621726801872977051481847125851750093726609756149329131349485742743534186516744326857701369926038361597141062384380536808008909427934640183515394287195240839538840217974710587055612076106536411960944360675
